"ACCIDENT_NO","NODE_ID","COMPLEX_INT_NO"
"T20110031323","323","104,099"
"T20110031340","37,264","9,374"
"T20110031344","221,998","104,120"
"T20110031396","34,725","106,094"
"T20110031434","81,017","5,528"
"T20110031465","38,545","9,196"
"T20110031471","57,846","6,409"
"T20110031486","64,024","104,435"
"T20110031516","247,689","8,559"
"T20110031525","68,262","5,737"
"T20110031540","57,530","5,678"
"T20110031611","246,901","3,101"
"T20110031635","37,952","102,346"
"T20110031650","42,868","6,336"
"T20110031651","83","9,299"
"T20110031662","245,107","7,812"
"T20110031682","244,959","104,275"
"T20110031740","35,993","9,163"
"T20110031782","245,112","6,057"
"T20110031795","41,896","5,707"
"T20110031807","65,785","5,276"
"T20110031810","45,952","9,274"
"T20110031834","29,877","6,511"
"T20110031835","245,116","6,706"
"T20110031856","35,838","105,419"
"T20110031858","39,558","5,308"
"T20110031868","54,191","9,407"
"T20110031909","52,069","1,124"
"T20110031929","48,220","8,930"
"T20110031970","65,993","5,311"
"T20110031986","245,170","9,241"
"T20110032015","38,456","5,095"
"T20110032025","245,178","102,784"
"T20110032032","35,687","9,089"
"T20110032062","245,447","2,205"
"T20110032080","245,191","5,347"
"T20110032086","234,072","5,724"
"T20110032093","40,978","8,832"
"T20110032133","56,387","7,915"
"T20110032145","43,107","6,412"
"T20110032186","245,644","103,435"
"T20110032204","245,158","101,369"
"T20110032221","42,744","6,221"
"T20110032234","34,705","104,270"
"T20110032249","47,222","5,095"
"T20110032264","10,592","1,000"
"T20110032292","1,253","6,901"
"T20110032314","40,926","5,585"
"T20110032340","37,170","9,420"
"T20110032358","29,454","9,460"
"T20110032364","42,467","6,083"
"T20110032369","47,919","1,001"
"T20110032415","10,592","1,000"
"T20110032419","42,197","6,153"
"T20110032421","29,386","9,210"
"T20110032447","40,123","9,543"
"T20110032502","639","5,550"
"T20110032527","57,290","3,153"
"T20110032538","986","6,479"
"T20110032586","245,512","7,741"
"T20110032605","49,689","7,615"
"T20110032624","284,100","5,371"
"T20110032637","596","103,566"
"T20110032690","793","1,000"
"T20110032690","793","6,086"
"T20110032711","70,401","6,280"
"T20110032718","247,850","102,891"
"T20110032720","50,218","7,814"
"T20110032805","35,379","7,770"
"T20110032819","35,769","4,025"
"T20110032832","44,858","1,023"
"T20110032847","22","9,260"
"T20110032849","44,381","103,379"
"T20110032862","248,719","8,805"
"T20110032916","35,993","9,163"
"T20110032932","245,408","6,507"
"T20110032949","37,235","9,084"
"T20110033017","246,851","6,573"
"T20110033047","49,677","7,606"
"T20110033096","244,815","7,831"
"T20110033249","793","1,000"
"T20110033249","793","6,086"
"T20110033334","227,899","5,772"
"T20110033336","40,317","5,484"
"T20110033379","246,164","103,502"
"T20110033402","43,033","6,353"
"T20110033425","42,658","6,174"
"T20110033480","1,246","9,121"
"T20110033525","40,912","5,648"
"T20110033536","45,189","8,775"
"T20110033583","39,474","5,333"
"T20110033587","70,361","101,134"
"T20110033610","56,532","5,849"
"T20110033620","36,407","105,625"
"T20110033695","47,111","9,512"
"T20110033698","42,583","6,178"
"T20110033707","42,197","6,153"
"T20110033711","36,997","103,646"
"T20110033715","250,973","9,432"
"T20110033738","51,865","4,090"
"T20110033740","43,854","6,565"
"T20110033805","43,935","106,073"
"T20110033809","35,938","9,064"
"T20110033815","245,847","3,112"
"T20110033822","795","6,010"
"T20110033858","38,874","5,364"
"T20110033884","36,567","104,546"
"T20110033912","10,592","1,000"
"T20110033941","29,744","6,761"
"T20110033957","245,719","1,005"
"T20110033963","277,121","8,582"
"T20110033992","37,714","9,449"
"T20110033998","41,371","6,008"
"T20110034029","245,116","6,706"
"T20110034055","245,214","5,755"
"T20110034055","245,214","101,261"
"T20110034105","35,714","9,155"
"T20110034158","245,879","1,359"
"T20110034160","29,364","9,206"
"T20110034161","245,706","4,145"
"T20110034163","39,250","5,383"
"T20110034164","35,304","9,276"
"T20110034174","29,573","5,329"
"T20110034182","41,977","5,819"
"T20110034185","243,196","5,543"
"T20110034196","65,993","5,311"
"T20110034209","44,205","8,627"
"T20110034232","29,667","5,814"
"T20110034252","49,689","7,615"
"T20110034298","1,174","6,545"
"T20110034311","61,029","8,561"
"T20110034320","228,064","1,190"
"T20110034349","278,491","9,604"
"T20110034361","246,851","6,573"
"T20110034401","227,010","104,497"
"T20110034402","41,145","104,623"
"T20110034409","222,061","1,005"
"T20110034419","53,417","3,087"
"T20110034493","37,235","9,084"
"T20110034495","50,326","7,923"
"T20110034515","246,638","101,075"
"T20110034516","51,049","3,123"
"T20110034530","42,538","6,094"
"T20110034534","48,492","9,163"
"T20110034545","246,580","9,498"
"T20110034574","247,040","101,133"
"T20110034589","29,592","9,519"
"T20110034635","169","9,305"
"T20110034675","37,592","9,490"
"T20110034746","29,425","9,391"
"T20110034852","252,705","5,744"
"T20110034895","46,283","9,261"
"T20110034897","44,982","9,141"
"T20110034916","38,321","5,116"
"T20110034977","38,871","5,293"
"T20110034980","49,974","7,711"
"T20110034999","62,782","8,922"
"T20110035033","29,961","1,319"
"T20110035036","298","8,783"
"T20110035057","48,915","7,631"
"T20110035059","73,170","105,707"
"T20110035108","57,878","8,783"
"T20110035143","46,304","9,102"
"T20110035153","67,273","5,555"
"T20110035190","68,423","5,745"
"T20110035223","1,178","6,541"
"T20110035264","50,412","1,311"
"T20110035303","39,220","103,330"
"T20110035331","38,572","8,805"
"T20110035345","83","9,299"
"T20110035403","50,634","7,968"
"T20110035403","50,634","100,851"
"T20110035409","246,318","8,934"
"T20110035411","793","1,000"
"T20110035411","793","6,086"
"T20110035501","37,407","5,530"
"T20110035506","35,411","106,081"
"T20110035511","43,120","104,039"
"T20110035528","329","5,267"
"T20110035541","246,728","1,128"
"T20110035556","53,417","3,087"
"T20110035579","29,591","9,544"
"T20110035581","47,642","5,193"
"T20110035584","40,093","9,514"
"T20110035635","1,323","8,758"
"T20110035716","29,549","5,300"
"T20110035774","50,006","7,722"
"T20110035786","44,382","9,567"
"T20110035801","50,166","7,793"
"T20110035871","57,541","5,765"
"T20110035871","57,541","102,478"
"T20110035906","65,993","5,311"
"T20110035990","39,361","5,291"
"T20110036048","876","6,270"
"T20110036094","246,508","9,260"
"T20110036122","40,315","5,487"
"T20110036141","33,759","5,763"
"T20110036174","1,318","9,017"
"T20110036185","29,564","5,180"
"T20110036245","64,922","5,166"
"T20110036279","35,389","9,383"
"T20110036325","39,558","5,308"
"T20110036350","35,690","1,155"
"T20110036376","247,011","104,091"
"T20110036378","34,725","106,094"
"T20110036419","32,339","100,864"
"T20110036425","246,580","9,498"
"T20110036454","34,725","106,094"
"T20110036481","41,001","5,629"
"T20110036492","38,099","9,033"
"T20110036600","29,425","9,391"
"T20110036653","57,359","8,748"
"T20110036665","29,755","8,683"
"T20110036733","32,692","6,010"
"T20110036742","40,620","5,654"
"T20110036748","29,559","5,298"
"T20110036767","478","5,254"
"T20110036769","37,765","5,450"
"T20110036782","44,716","100,499"
"T20110036796","42,451","6,033"
"T20110036818","36,983","9,445"
"T20110036864","50,420","1,324"
"T20110036894","221,370","3,155"
"T20110036898","57,434","5,149"
"T20110036910","43,747","8,733"
"T20110036911","34,171","106,088"
"T20110036968","40,894","5,517"
"T20110036971","38,056","9,026"
"T20110036978","793","1,000"
"T20110036978","793","6,086"
"T20110037025","248,029","105,894"
"T20110037039","37,694","100,906"
"T20110037084","329","5,267"
"T20110037120","36,599","8,672"
"T20110037151","119","9,473"
"T20110037301","637","5,647"
"T20110037337","29,887","1,002"
"T20110037367","28,872","6,424"
"T20110037384","41,712","5,972"
"T20110037415","29,887","1,002"
"T20110037424","50,747","7,552"
"T20110037432","83","9,299"
"T20110037447","243","9,389"
"T20110037501","41,522","5,944"
"T20110037599","1,323","8,758"
"T20110037615","37,616","106,082"
"T20110037623","49,691","7,616"
"T20110037633","49,701","7,625"
"T20110037639","50,027","7,727"
"T20110037712","40,914","5,669"
"T20110037749","35,400","9,485"
"T20110037753","247,804","105,626"
"T20110037816","29,386","9,210"
"T20110037837","50,428","1,008"
"T20110037846","45,365","105,053"
"T20110037847","40,595","5,665"
"T20110037851","39,771","5,387"
"T20110037902","22,510","2,246"
"T20110037905","38,524","9,215"
"T20110037940","55,539","9,396"
"T20110037974","36,189","8,739"
"T20110037988","248,922","102,959"
"T20110038000","40,384","5,412"
"T20110038006","43,360","6,613"
"T20110038017","34,725","106,094"
"T20110038020","478","5,254"
"T20110038030","250,965","8,576"
"T20110038084","41,846","5,927"
"T20110038107","35,782","7,700"
"T20110038138","35,992","102,956"
"T20110038155","36,321","6,197"
"T20110038177","29,746","6,456"
"T20110038181","36,397","6,799"
"T20110038201","29,754","8,738"
"T20110038202","62,537","104,755"
"T20110038210","53,382","2,289"
"T20110038272","49,689","7,615"
"T20110038290","41,977","5,819"
"T20110038294","42,919","6,219"
"T20110038308","41,991","5,934"
"T20110038376","67,820","102,494"
"T20110038411","44,081","6,864"
"T20110038441","37,753","8,679"
"T20110038445","248,727","104,997"
"T20110038451","49,996","7,716"
"T20110038477","247,203","8,629"
"T20110038487","49,137","7,676"
"T20110038531","41,003","8,834"
"T20110038549","57,655","7,751"
"T20110038607","67,593","5,619"
"T20110038610","221,849","5,108"
"T20110038625","37,452","100,635"
"T20110038672","70,649","6,356"
"T20110038678","46,819","9,477"
"T20110038708","248,523","102,391"
"T20110038730","391","5,520"
"T20110038735","248,070","101,802"
"T20110038800","222,727","5,760"
"T20110038803","55,422","2,308"
"T20110038881","42,744","6,221"
"T20110038926","53,401","2,254"
"T20110038993","53,316","1,179"
"T20110039024","694","5,721"
"T20110039061","63,405","102,890"
"T20110039073","84","5,272"
"T20110039125","36,208","9,264"
"T20110039198","236,994","9,279"
"T20110039203","51,348","4,021"
"T20110039204","42,638","102,027"
"T20110039215","52,847","2,293"
"T20110039280","278,550","105,769"
"T20110039293","876","6,270"
"T20110039316","52,210","1,197"
"T20110039323","247,468","105,943"
"T20110039326","43,935","106,073"
"T20110039349","40,894","5,517"
"T20110039350","222,615","9,519"
"T20110039362","247,461","9,225"
"T20110039402","36,997","103,646"
"T20110039436","119","9,473"
"T20110039452","233,847","6,117"
"T20110039471","36,321","6,197"
"T20110039473","228,688","6,131"
"T20110039496","44,382","9,567"
"T20110039502","248,089","7,993"
"T20110039503","46,544","8,903"
"T20110039602","41,936","5,772"
"T20110039698","37,613","106,080"
"T20110039709","232,095","6,428"
"T20110039809","50,634","7,968"
"T20110039809","50,634","100,851"
"T20110039834","45,049","9,070"
"T20110039863","43,419","6,631"
"T20110039886","61,279","8,652"
"T20110039922","36,693","9,262"
"T20110039945","43,747","8,733"
"T20110039949","52,857","2,306"
"T20110039952","40,724","5,402"
"T20110039962","917","6,638"
"T20110039972","29,746","6,456"
"T20110039985","249,336","106,117"
"T20110039991","36,693","9,262"
"T20110040013","40,817","5,453"
"T20110040092","37,235","9,084"
"T20110040105","247,541","6,337"
"T20110040122","66,143","102,475"
"T20110040132","899","6,573"
"T20110040179","713","5,957"
"T20110040192","35,413","5,528"
"T20110040297","72,905","6,774"
"T20110040316","54,437","9,161"
"T20110040337","231,563","9,395"
"T20110040370","899","6,573"
"T20110040455","45,341","102,169"
"T20110040531","41,641","5,885"
"T20110040568","42,509","6,181"
"T20110040582","57,065","9,172"
"T20110040585","38,456","5,095"
"T20110040668","41,559","5,857"
"T20110040688","58,068","9,577"
"T20110040703","49,826","7,675"
"T20110040710","60,791","2,274"
"T20110040718","42,414","6,097"
"T20110040770","51,143","3,173"
"T20110040774","36,190","106,022"
"T20110040778","37,590","9,484"
"T20110040788","32,860","6,390"
"T20110040829","224,981","9,311"
"T20110040845","45,553","9,117"
"T20110040852","62,940","105,989"
"T20110040870","57,541","5,765"
"T20110040870","57,541","102,478"
"T20110040892","57,047","8,626"
"T20110040920","248,276","7,821"
"T20110040931","41,985","5,884"
"T20110040957","35,838","105,419"
"T20110040970","57,401","9,016"
"T20110040998","46,152","6,726"
"T20110041031","37,592","9,490"
"T20110041044","47,464","7,676"
"T20110041069","42,750","6,234"
"T20110041081","248,557","100,599"
"T20110041120","68,226","102,043"
"T20110041177","343","5,266"
"T20110041180","49,701","7,625"
"T20110041224","41,936","5,772"
"T20110041256","43,096","6,203"
"T20110041275","248,672","2,175"
"T20110041366","55,412","5,077"
"T20110041375","35,562","5,864"
"T20110041406","72,551","7,806"
"T20110041424","248,273","103,358"
"T20110041428","45,154","9,088"
"T20110041438","29,491","9,007"
"T20110041467","39,217","105,052"
"T20110041474","61,034","2,347"
"T20110041508","1,168","6,494"
"T20110041533","41,231","102,691"
"T20110041561","35,687","9,089"
"T20110041579","52,857","2,306"
"T20110041590","47,464","7,676"
"T20110041638","46,824","7,767"
"T20110041705","41,387","5,900"
"T20110041788","47,221","9,450"
"T20110041862","36,223","103,979"
"T20110041893","48,998","1,026"
"T20110041911","50,546","7,782"
"T20110041928","599","5,491"
"T20120000046","47,545","6,921"
"T20120000097","37,583","9,452"
"T20120000136","42,824","6,423"
"T20120000149","248,402","9,395"
"T20120000192","53,266","9,258"
"T20120000217","227,971","9,057"
"T20120000227","35,785","7,781"
"T20120000251","40,942","5,603"
"T20120000258","36,645","9,274"
"T20120000300","248,826","1,306"
"T20120000350","33,879","1,002"
"T20120000415","29,396","9,329"
"T20120000457","40,951","5,456"
"T20120000487","36,210","9,279"
"T20120000529","793","1,000"
"T20120000529","793","6,086"
"T20120000603","273,252","6,375"
"T20120000607","51,133","3,157"
"T20120000616","958","6,708"
"T20120000650","53,184","1,001"
"T20120000650","53,184","9,291"
"T20120000664","35,993","9,163"
"T20120000666","227,963","103,007"
"T20120000671","57,542","5,771"
"T20120000671","57,542","104,334"
"T20120000676","44,346","104,772"
"T20120000725","249,929","9,021"
"T20120000728","46,787","5,129"
"T20120000740","36,150","5,876"
"T20120000813","232,134","6,914"
"T20120000817","50,177","7,795"
"T20120000821","35,784","7,781"
"T20120000822","68,877","5,860"
"T20120000830","66,049","5,330"
"T20120000840","40,696","5,592"
"T20120000855","41,882","5,852"
"T20120000860","40,149","103,614"
"T20120000877","91,659","5,490"
"T20120000887","37,583","9,452"
"T20120000902","45,175","1,280"
"T20120000905","249,006","106,053"
"T20120000917","39,381","100,203"
"T20120000921","42,746","6,207"
"T20120000930","38,056","9,026"
"T20120000944","37,321","9,379"
"T20120001007","243,974","8,803"
"T20120001015","255,167","102,115"
"T20120001040","43,053","8,982"
"T20120001079","273,325","6,011"
"T20120001090","35,736","102,977"
"T20120001110","249,957","9,517"
"T20120001210","55,059","102,689"
"T20120001229","51,143","3,173"
"T20120001243","1,323","8,758"
"T20120001302","38,524","9,215"
"T20120001312","84","5,272"
"T20120001314","41,470","5,827"
"T20120001340","50,183","7,799"
"T20120001372","249,041","6,004"
"T20120001391","40,782","5,621"
"T20120001392","222,523","5,527"
"T20120001452","35,838","105,419"
"T20120001478","29,517","9,254"
"T20120001516","36,321","6,197"
"T20120001535","35,510","5,477"
"T20120001571","53,276","8,832"
